map_id,map_path,time_index,group,score_0_100,mean_r,mean_abs_r,n_features,features
tribe_activity_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_activity_fsaverage5.npy,0,language,60.43978344536029,0.2087956689072059,0.2075659539211653,5,"language, speech, semantic, comprehension, sentence"
tribe_activity_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_activity_fsaverage5.npy,0,action,56.04033348152529,0.12080666963050579,0.12063705567436527,5,"action, motor, movement, hand, execution"
tribe_activity_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_activity_fsaverage5.npy,0,attention,54.67654675705712,0.09353093514114234,0.1763706210596533,6,"attention, attentional, salience, orienting, target, visual attention"
tribe_activity_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_activity_fsaverage5.npy,0,memory,48.41938986342601,-0.031612202731479806,0.1369807608650406,7,"memory, encoding, recall, recognition, episodic, retrieval, familiarity"
tribe_activity_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_activity_fsaverage5.npy,0,social,47.42037354846093,-0.05159252903078139,0.19111283205943214,8,"social, mentalizing, self report, self referential, person, people, face, faces"
tribe_activity_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_activity_fsaverage5.npy,0,reward,42.9045686884565,-0.14190862623087003,0.20315824183203293,6,"reward, value, incentive, motivation, preference, reinforcement"
tribe_activity_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_activity_fsaverage5.npy,0,emotion,41.70872157764841,-0.16582556844703175,0.16511216102413806,8,"emotion regulation, emotional, affective, affect, arousal, valence, pleasant, unpleasant"
tribe_activity_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_activity_fsaverage5.npy,0,aversion,39.150267004006636,-0.21699465991986722,0.21465385718252292,6,"fear, anxiety, pain, disgust, negative, aversive"
tribe_activity_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_activity_fsaverage5.npy,aggregate,language,60.43978344536029,0.2087956689072059,0.2075659539211653,5,"language, speech, semantic, comprehension, sentence"
tribe_activity_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_activity_fsaverage5.npy,aggregate,action,56.04033348152529,0.12080666963050579,0.12063705567436527,5,"action, motor, movement, hand, execution"
tribe_activity_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_activity_fsaverage5.npy,aggregate,attention,54.67654675705712,0.09353093514114234,0.1763706210596533,6,"attention, attentional, salience, orienting, target, visual attention"
tribe_activity_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_activity_fsaverage5.npy,aggregate,memory,48.41938986342601,-0.031612202731479806,0.1369807608650406,7,"memory, encoding, recall, recognition, episodic, retrieval, familiarity"
tribe_activity_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_activity_fsaverage5.npy,aggregate,social,47.42037354846093,-0.05159252903078139,0.19111283205943214,8,"social, mentalizing, self report, self referential, person, people, face, faces"
tribe_activity_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_activity_fsaverage5.npy,aggregate,reward,42.9045686884565,-0.14190862623087003,0.20315824183203293,6,"reward, value, incentive, motivation, preference, reinforcement"
tribe_activity_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_activity_fsaverage5.npy,aggregate,emotion,41.70872157764841,-0.16582556844703175,0.16511216102413806,8,"emotion regulation, emotional, affective, affect, arousal, valence, pleasant, unpleasant"
tribe_activity_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_activity_fsaverage5.npy,aggregate,aversion,39.150267004006636,-0.21699465991986722,0.21465385718252292,6,"fear, anxiety, pain, disgust, negative, aversive"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,language,58.19886364913546,0.16397727298270917,0.16707873075909133,5,"language, speech, semantic, comprehension, sentence"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,action,57.54974316658697,0.15099486333173945,0.15089356286700917,5,"action, motor, movement, hand, execution"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,attention,55.41148221334606,0.10822964426692121,0.18063727907524516,6,"attention, attentional, salience, orienting, target, visual attention"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,social,45.835859309140595,-0.08328281381718805,0.17263537450193056,8,"social, mentalizing, self report, self referential, person, people, face, faces"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,reward,44.65239229693747,-0.1069521540612506,0.16635381366214846,6,"reward, value, incentive, motivation, preference, reinforcement"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,emotion,44.161265550199104,-0.11677468899601785,0.11638724695131883,8,"emotion regulation, emotional, affective, affect, arousal, valence, pleasant, unpleasant"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,aversion,41.92857411016053,-0.16142851779678938,0.15968332723427292,6,"fear, anxiety, pain, disgust, negative, aversive"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,memory,41.534435626123276,-0.16931128747753443,0.1857375916452639,7,"memory, encoding, recall, recognition, episodic, retrieval, familiarity"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,language,57.607081502794586,0.15214163005589168,0.15019959065514532,5,"language, speech, semantic, comprehension, sentence"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,action,55.1050363586911,0.10210072717382203,0.10196106562234822,5,"action, motor, movement, hand, execution"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,attention,54.58463134231708,0.09169262684634157,0.16076022185111907,6,"attention, attentional, salience, orienting, target, visual attention"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,social,48.62077348650421,-0.02758453026991579,0.18473133527348878,8,"social, mentalizing, self report, self referential, person, people, face, faces"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,emotion,45.240036966468416,-0.09519926067063164,0.09474735348605937,8,"emotion regulation, emotional, affective, affect, arousal, valence, pleasant, unpleasant"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,reward,45.23137623150406,-0.0953724753699188,0.1635377248368334,6,"reward, value, incentive, motivation, preference, reinforcement"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,memory,45.030711991352376,-0.09938576017295249,0.15469842882337376,7,"memory, encoding, recall, recognition, episodic, retrieval, familiarity"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,aversion,42.76011878285314,-0.14479762434293714,0.15641507010605357,6,"fear, anxiety, pain, disgust, negative, aversive"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,language,55.93320431490594,0.11866408629811881,0.11736864678037584,5,"language, speech, semantic, comprehension, sentence"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,attention,55.44708728300616,0.10894174566012327,0.1699559586789899,6,"attention, attentional, salience, orienting, target, visual attention"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,action,53.93693794008088,0.07873875880161767,0.07862878147819383,5,"action, motor, movement, hand, execution"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,social,48.338436365553996,-0.03323127268892003,0.19195974612891892,8,"social, mentalizing, self report, self referential, person, people, face, faces"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,memory,46.363150575678056,-0.07273698848643892,0.14007102105076874,7,"memory, encoding, recall, recognition, episodic, retrieval, familiarity"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,reward,46.05309014499592,-0.07893819710008161,0.15045626926210875,6,"reward, value, incentive, motivation, preference, reinforcement"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,emotion,44.92105400894359,-0.10157891982112816,0.10109756969881224,8,"emotion regulation, emotional, affective, affect, arousal, valence, pleasant, unpleasant"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,aversion,42.7755105098881,-0.14448978980223803,0.15633726660668443,6,"fear, anxiety, pain, disgust, negative, aversive"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,3,language,60.121854102783885,0.20243708205567762,0.200342215324988,5,"language, speech, semantic, comprehension, sentence"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,3,attention,54.09756897148243,0.08195137942964863,0.15046772663249255,6,"attention, attentional, salience, orienting, target, visual attention"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,3,action,53.32617676979207,0.06652353539584137,0.06639009131182019,5,"action, motor, movement, hand, execution"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,3,social,49.74347877835463,-0.005130424432907373,0.17545282700006412,8,"social, mentalizing, self report, self referential, person, people, face, faces"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,3,memory,46.34168092893847,-0.07316638142123051,0.14673934921397444,7,"memory, encoding, recall, recognition, episodic, retrieval, familiarity"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,3,emotion,45.11038906858127,-0.09779221862837466,0.09732486755863776,8,"emotion regulation, emotional, affective, affect, arousal, valence, pleasant, unpleasant"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,3,reward,44.634228282012145,-0.10731543435975716,0.1792901181100791,6,"reward, value, incentive, motivation, preference, reinforcement"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,3,aversion,41.944422318649984,-0.1611115536270004,0.1719574915937728,6,"fear, anxiety, pain, disgust, negative, aversive"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,4,language,60.115491341191834,0.20230982682383664,0.20100993692859004,5,"language, speech, semantic, comprehension, sentence"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,4,attention,54.39932630474005,0.08798652609480098,0.1524679032702981,6,"attention, attentional, salience, orienting, target, visual attention"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,4,action,52.04611904305328,0.04092238086106562,0.04083087295453494,5,"action, motor, movement, hand, execution"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,4,social,49.6652703307127,-0.00669459338574594,0.18278335054034972,8,"social, mentalizing, self report, self referential, person, people, face, faces"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,4,memory,48.64537476846023,-0.02709250463079543,0.13823230833049208,7,"memory, encoding, recall, recognition, episodic, retrieval, familiarity"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,4,reward,44.92687981551524,-0.1014624036896952,0.17574807290393565,6,"reward, value, incentive, motivation, preference, reinforcement"
